forecast_id,corridor_id,section_id,forecast_date,window_start,window_end,expected_train_count,lower_bound,upper_bound,confidence,expected_occupancy_minutes,synthetic_data
FORECAST-000207,COR-03,SEC-07,2026-09-04,2026-09-04T12:00:00,2026-09-04T18:00:00,1,0,3,0.78,22,True
FORECAST-000208,COR-03,SEC-07,2026-09-04,2026-09-04T18:00:00,2026-09-05T00:00:00,3,2,4,0.84,66,True
FORECAST-000209,COR-03,SEC-08,2026-09-04,2026-09-04T00:00:00,2026-09-04T06:00:00,1,0,2,0.8,21,True
FORECAST-000210,COR-03,SEC-08,2026-09-04,2026-09-04T06:00:00,2026-09-04T12:00:00,1,0,2,0.81,23,True
FORECAST-000211,COR-03,SEC-08,2026-09-04,2026-09-04T12:00:00,2026-09-04T18:00:00,0,0,2,0.81,0,True
FORECAST-000212,COR-03,SEC-08,2026-09-04,2026-09-04T18:00:00,2026-09-05T00:00:00,4,2,6,0.87,76,True
FORECAST-000213,COR-03,SEC-09,2026-09-04,2026-09-04T00:00:00,2026-09-04T06:00:00,0,0,2,0.75,0,True
FORECAST-000214,COR-03,SEC-09,2026-09-04,2026-09-04T06:00:00,2026-09-04T12:00:00,2,1,3,0.75,44,True
FORECAST-000215,COR-03,SEC-09,2026-09-04,2026-09-04T12:00:00,2026-09-04T18:00:00,2,1,3,0.84,42,True
FORECAST-000216,COR-03,SEC-09,2026-09-04,2026-09-04T18:00:00,2026-09-05T00:00:00,4,3,5,0.91,96,True
FORECAST-000217,COR-04,SEC-10,2026-09-04,2026-09-04T00:00:00,2026-09-04T06:00:00,1,0,2,0.74,25,True
FORECAST-000218,COR-04,SEC-10,2026-09-04,2026-09-04T06:00:00,2026-09-04T12:00:00,0,0,1,0.93,0,True
FORECAST-000219,COR-04,SEC-10,2026-09-04,2026-09-04T12:00:00,2026-09-04T18:00:00,1,0,2,0.78,22,True
FORECAST-000220,COR-04,SEC-10,2026-09-04,2026-09-04T18:00:00,2026-09-05T00:00:00,3,2,4,0.76,78,True
FORECAST-000221,COR-04,SEC-11,2026-09-04,2026-09-04T00:00:00,2026-09-04T06:00:00,1,0,2,0.9,18,True
FORECAST-000222,COR-04,SEC-11,2026-09-04,2026-09-04T06:00:00,2026-09-04T12:00:00,4,3,5,0.79,84,True
FORECAST-000223,COR-04,SEC-11,2026-09-04,2026-09-04T12:00:00,2026-09-04T18:00:00,0,0,1,0.89,0,True
FORECAST-000224,COR-04,SEC-11,2026-09-04,2026-09-04T18:00:00,2026-09-05T00:00:00,1,0,3,0.87,23,True
FORECAST-000225,COR-04,SEC-12,2026-09-04,2026-09-04T00:00:00,2026-09-04T06:00:00,3,1,5,0.89,78,True
FORECAST-000226,COR-04,SEC-12,2026-09-04,2026-09-04T06:00:00,2026-09-04T12:00:00,3,1,5,0.89,78,True
FORECAST-000227,COR-04,SEC-12,2026-09-04,2026-09-04T12:00:00,2026-09-04T18:00:00,0,0,2,0.9,0,True
FORECAST-000228,COR-04,SEC-12,2026-09-04,2026-09-04T18:00:00,2026-09-05T00:00:00,1,0,2,0.85,23,True
FORECAST-000229,COR-05,SEC-13,2026-09-04,2026-09-04T00:00:00,2026-09-04T06:00:00,4,2,6,0.74,108,True
FORECAST-000230,COR-05,SEC-13,2026-09-04,2026-09-04T06:00:00,2026-09-04T12:00:00,6,4,8,0.74,114,True
FORECAST-000231,COR-05,SEC-13,2026-09-04,2026-09-04T12:00:00,2026-09-04T18:00:00,6,5,7,0.79,150,True
FORECAST-000232,COR-05,SEC-13,2026-09-04,2026-09-04T18:00:00,2026-09-05T00:00:00,3,2,4,0.85,63,True
FORECAST-000233,COR-05,SEC-14,2026-09-04,2026-09-04T00:00:00,2026-09-04T06:00:00,4,2,6,0.79,88,True
FORECAST-000234,COR-05,SEC-14,2026-09-04,2026-09-04T06:00:00,2026-09-04T12:00:00,6,5,7,0.82,138,True
FORECAST-000235,COR-05,SEC-14,2026-09-04,2026-09-04T12:00:00,2026-09-04T18:00:00,3,1,5,0.84,57,True
FORECAST-000236,COR-05,SEC-14,2026-09-04,2026-09-04T18:00:00,2026-09-05T00:00:00,4,3,5,0.81,96,True
FORECAST-000237,COR-05,SEC-15,2026-09-04,2026-09-04T00:00:00,2026-09-04T06:00:00,6,5,7,0.78,162,True
FORECAST-000238,COR-05,SEC-15,2026-09-04,2026-09-04T06:00:00,2026-09-04T12:00:00,4,3,5,0.87,80,True
FORECAST-000239,COR-05,SEC-15,2026-09-04,2026-09-04T12:00:00,2026-09-04T18:00:00,3,2,4,0.8,78,True
FORECAST-000240,COR-05,SEC-15,2026-09-04,2026-09-04T18:00:00,2026-09-05T00:00:00,7,6,8,0.85,133,True
FORECAST-000241,COR-01,SEC-01,2026-09-05,2026-09-05T00:00:00,2026-09-05T06:00:00,2,1,3,0.92,46,True
FORECAST-000242,COR-01,SEC-01,2026-09-05,2026-09-05T06:00:00,2026-09-05T12:00:00,4,3,5,0.88,96,True
FORECAST-000243,COR-01,SEC-01,2026-09-05,2026-09-05T12:00:00,2026-09-05T18:00:00,0,0,1,0.87,0,True
FORECAST-000244,COR-01,SEC-01,2026-09-05,2026-09-05T18:00:00,2026-09-06T00:00:00,2,1,3,0.92,54,True
FORECAST-000245,COR-01,SEC-02,2026-09-05,2026-09-05T00:00:00,2026-09-05T06:00:00,4,2,6,0.87,76,True
FORECAST-000246,COR-01,SEC-02,2026-09-05,2026-09-05T06:00:00,2026-09-05T12:00:00,2,1,3,0.91,36,True
FORECAST-000247,COR-01,SEC-02,2026-09-05,2026-09-05T12:00:00,2026-09-05T18:00:00,4,3,5,0.74,88,True
FORECAST-000248,COR-01,SEC-02,2026-09-05,2026-09-05T18:00:00,2026-09-06T00:00:00,0,0,1,0.93,0,True
FORECAST-000249,COR-01,SEC-03,2026-09-05,2026-09-05T00:00:00,2026-09-05T06:00:00,0,0,1,0.81,0,True
FORECAST-000250,COR-01,SEC-03,2026-09-05,2026-09-05T06:00:00,2026-09-05T12:00:00,3,2,4,0.73,54,True
FORECAST-000251,COR-01,SEC-03,2026-09-05,2026-09-05T12:00:00,2026-09-05T18:00:00,2,0,4,0.82,48,True
FORECAST-000252,COR-01,SEC-03,2026-09-05,2026-09-05T18:00:00,2026-09-06T00:00:00,0,0,1,0.79,0,True
FORECAST-000253,COR-02,SEC-04,2026-09-05,2026-09-05T00:00:00,2026-09-05T06:00:00,1,0,2,0.82,27,True
FORECAST-000254,COR-02,SEC-04,2026-09-05,2026-09-05T06:00:00,2026-09-05T12:00:00,1,0,2,0.79,24,True
FORECAST-000255,COR-02,SEC-04,2026-09-05,2026-09-05T12:00:00,2026-09-05T18:00:00,3,2,4,0.8,72,True
FORECAST-000256,COR-02,SEC-04,2026-09-05,2026-09-05T18:00:00,2026-09-06T00:00:00,0,0,1,0.8,0,True
FORECAST-000257,COR-02,SEC-05,2026-09-05,2026-09-05T00:00:00,2026-09-05T06:00:00,1,0,3,0.88,26,True
FORECAST-000258,COR-02,SEC-05,2026-09-05,2026-09-05T06:00:00,2026-09-05T12:00:00,3,2,4,0.77,81,True
FORECAST-000259,COR-02,SEC-05,2026-09-05,2026-09-05T12:00:00,2026-09-05T18:00:00,3,2,4,0.72,84,True
FORECAST-000260,COR-02,SEC-05,2026-09-05,2026-09-05T18:00:00,2026-09-06T00:00:00,4,2,6,0.83,104,True
FORECAST-000261,COR-02,SEC-06,2026-09-05,2026-09-05T00:00:00,2026-09-05T06:00:00,0,0,1,0.9,0,True
FORECAST-000262,COR-02,SEC-06,2026-09-05,2026-09-05T06:00:00,2026-09-05T12:00:00,0,0,1,0.83,0,True
FORECAST-000263,COR-02,SEC-06,2026-09-05,2026-09-05T12:00:00,2026-09-05T18:00:00,3,2,4,0.8,84,True
FORECAST-000264,COR-02,SEC-06,2026-09-05,2026-09-05T18:00:00,2026-09-06T00:00:00,2,1,3,0.86,42,True
FORECAST-000265,COR-03,SEC-07,2026-09-05,2026-09-05T00:00:00,2026-09-05T06:00:00,1,0,2,0.85,27,True
FORECAST-000266,COR-03,SEC-07,2026-09-05,2026-09-05T06:00:00,2026-09-05T12:00:00,2,1,3,0.75,44,True
FORECAST-000267,COR-03,SEC-07,2026-09-05,2026-09-05T12:00:00,2026-09-05T18:00:00,4,2,6,0.92,92,True
FORECAST-000268,COR-03,SEC-07,2026-09-05,2026-09-05T18:00:00,2026-09-06T00:00:00,3,1,5,0.82,72,True
FORECAST-000269,COR-03,SEC-08,2026-09-05,2026-09-05T00:00:00,2026-09-05T06:00:00,4,3,5,0.83,96,True
FORECAST-000270,COR-03,SEC-08,2026-09-05,2026-09-05T06:00:00,2026-09-05T12:00:00,1,0,2,0.89,25,True
FORECAST-000271,COR-03,SEC-08,2026-09-05,2026-09-05T12:00:00,2026-09-05T18:00:00,2,0,4,0.9,44,True
FORECAST-000272,COR-03,SEC-08,2026-09-05,2026-09-05T18:00:00,2026-09-06T00:00:00,3,2,4,0.87,66,True
FORECAST-000273,COR-03,SEC-09,2026-09-05,2026-09-05T00:00:00,2026-09-05T06:00:00,4,3,5,0.77,88,True
FORECAST-000274,COR-03,SEC-09,2026-09-05,2026-09-05T06:00:00,2026-09-05T12:00:00,4,3,5,0.84,100,True
FORECAST-000275,COR-03,SEC-09,2026-09-05,2026-09-05T12:00:00,2026-09-05T18:00:00,2,0,4,0.94,48,True
FORECAST-000276,COR-03,SEC-09,2026-09-05,2026-09-05T18:00:00,2026-09-06T00:00:00,4,3,5,0.83,108,True
FORECAST-000277,COR-04,SEC-10,2026-09-05,2026-09-05T00:00:00,2026-09-05T06:00:00,0,0,2,0.92,0,True
FORECAST-000278,COR-04,SEC-10,2026-09-05,2026-09-05T06:00:00,2026-09-05T12:00:00,0,0,1,0.82,0,True
FORECAST-000279,COR-04,SEC-10,2026-09-05,2026-09-05T12:00:00,2026-09-05T18:00:00,4,3,5,0.74,88,True
FORECAST-000280,COR-04,SEC-10,2026-09-05,2026-09-05T18:00:00,2026-09-06T00:00:00,1,0,2,0.83,19,True
FORECAST-000281,COR-04,SEC-11,2026-09-05,2026-09-05T00:00:00,2026-09-05T06:00:00,4,3,5,0.92,104,True
FORECAST-000282,COR-04,SEC-11,2026-09-05,2026-09-05T06:00:00,2026-09-05T12:00:00,0,0,1,0.94,0,True
FORECAST-000283,COR-04,SEC-11,2026-09-05,2026-09-05T12:00:00,2026-09-05T18:00:00,0,0,1,0.74,0,True
FORECAST-000284,COR-04,SEC-11,2026-09-05,2026-09-05T18:00:00,2026-09-06T00:00:00,2,0,4,0.79,38,True
FORECAST-000285,COR-04,SEC-12,2026-09-05,2026-09-05T00:00:00,2026-09-05T06:00:00,3,2,4,0.88,63,True
FORECAST-000286,COR-04,SEC-12,2026-09-05,2026-09-05T06:00:00,2026-09-05T12:00:00,3,1,5,0.75,60,True
FORECAST-000287,COR-04,SEC-12,2026-09-05,2026-09-05T12:00:00,2026-09-05T18:00:00,4,3,5,0.73,80,True
FORECAST-000288,COR-04,SEC-12,2026-09-05,2026-09-05T18:00:00,2026-09-06T00:00:00,3,2,4,0.77,54,True
FORECAST-000289,COR-05,SEC-13,2026-09-05,2026-09-05T00:00:00,2026-09-05T06:00:00,5,4,6,0.73,130,True
FORECAST-000290,COR-05,SEC-13,2026-09-05,2026-09-05T06:00:00,2026-09-05T12:00:00,3,2,4,0.93,84,True
FORECAST-000291,COR-05,SEC-13,2026-09-05,2026-09-05T12:00:00,2026-09-05T18:00:00,6,5,7,0.78,126,True
FORECAST-000292,COR-05,SEC-13,2026-09-05,2026-09-05T18:00:00,2026-09-06T00:00:00,7,5,9,0.73,175,True
FORECAST-000293,COR-05,SEC-14,2026-09-05,2026-09-05T00:00:00,2026-09-05T06:00:00,3,1,5,0.77,63,True
FORECAST-000294,COR-05,SEC-14,2026-09-05,2026-09-05T06:00:00,2026-09-05T12:00:00,4,3,5,0.73,80,True
FORECAST-000295,COR-05,SEC-14,2026-09-05,2026-09-05T12:00:00,2026-09-05T18:00:00,5,4,6,0.81,90,True
FORECAST-000296,COR-05,SEC-14,2026-09-05,2026-09-05T18:00:00,2026-09-06T00:00:00,7,6,8,0.76,168,True
FORECAST-000297,COR-05,SEC-15,2026-09-05,2026-09-05T00:00:00,2026-09-05T06:00:00,7,6,8,0.82,196,True
FORECAST-000298,COR-05,SEC-15,2026-09-05,2026-09-05T06:00:00,2026-09-05T12:00:00,7,6,8,0.83,189,True
FORECAST-000299,COR-05,SEC-15,2026-09-05,2026-09-05T12:00:00,2026-09-05T18:00:00,7,5,9,0.86,168,True
FORECAST-000300,COR-05,SEC-15,2026-09-05,2026-09-05T18:00:00,2026-09-06T00:00:00,6,5,7,0.92,168,True
FORECAST-000301,COR-01,SEC-01,2026-09-06,2026-09-06T00:00:00,2026-09-06T06:00:00,3,2,4,0.93,72,True
FORECAST-000302,COR-01,SEC-01,2026-09-06,2026-09-06T06:00:00,2026-09-06T12:00:00,0,0,1,0.91,0,True
FORECAST-000303,COR-01,SEC-01,2026-09-06,2026-09-06T12:00:00,2026-09-06T18:00:00,0,0,1,0.81,0,True
FORECAST-000304,COR-01,SEC-01,2026-09-06,2026-09-06T18:00:00,2026-09-07T00:00:00,4,3,5,0.88,100,True
FORECAST-000305,COR-01,SEC-02,2026-09-06,2026-09-06T00:00:00,2026-09-06T06:00:00,3,2,4,0.79,81,True
FORECAST-000306,COR-01,SEC-02,2026-09-06,2026-09-06T06:00:00,2026-09-06T12:00:00,4,3,5,0.77,76,True
FORECAST-000307,COR-01,SEC-02,2026-09-06,2026-09-06T12:00:00,2026-09-06T18:00:00,3,2,4,0.86,84,True
FORECAST-000308,COR-01,SEC-02,2026-09-06,2026-09-06T18:00:00,2026-09-07T00:00:00,0,0,2,0.77,0,True
FORECAST-000309,COR-01,SEC-03,2026-09-06,2026-09-06T00:00:00,2026-09-06T06:00:00,0,0,2,0.78,0,True
FORECAST-000310,COR-01,SEC-03,2026-09-06,2026-09-06T06:00:00,2026-09-06T12:00:00,3,2,4,0.81,54,True
FORECAST-000311,COR-01,SEC-03,2026-09-06,2026-09-06T12:00:00,2026-09-06T18:00:00,3,2,4,0.83,84,True
FORECAST-000312,COR-01,SEC-03,2026-09-06,2026-09-06T18:00:00,2026-09-07T00:00:00,2,1,3,0.8,48,True
FORECAST-000313,COR-02,SEC-04,2026-09-06,2026-09-06T00:00:00,2026-09-06T06:00:00,3,2,4,0.72,84,True
FORECAST-000314,COR-02,SEC-04,2026-09-06,2026-09-06T06:00:00,2026-09-06T12:00:00,0,0,2,0.93,0,True
FORECAST-000315,COR-02,SEC-04,2026-09-06,2026-09-06T12:00:00,2026-09-06T18:00:00,4,3,5,0.76,76,True
FORECAST-000316,COR-02,SEC-04,2026-09-06,2026-09-06T18:00:00,2026-09-07T00:00:00,4,3,5,0.72,96,True
FORECAST-000317,COR-02,SEC-05,2026-09-06,2026-09-06T00:00:00,2026-09-06T06:00:00,4,2,6,0.92,100,True
FORECAST-000318,COR-02,SEC-05,2026-09-06,2026-09-06T06:00:00,2026-09-06T12:00:00,1,0,2,0.74,21,True
FORECAST-000319,COR-02,SEC-05,2026-09-06,2026-09-06T12:00:00,2026-09-06T18:00:00,3,2,4,0.91,54,True
FORECAST-000320,COR-02,SEC-05,2026-09-06,2026-09-06T18:00:00,2026-09-07T00:00:00,1,0,2,0.79,28,True
FORECAST-000321,COR-02,SEC-06,2026-09-06,2026-09-06T00:00:00,2026-09-06T06:00:00,2,1,3,0.73,56,True
FORECAST-000322,COR-02,SEC-06,2026-09-06,2026-09-06T06:00:00,2026-09-06T12:00:00,0,0,1,0.8,0,True
FORECAST-000323,COR-02,SEC-06,2026-09-06,2026-09-06T12:00:00,2026-09-06T18:00:00,4,2,6,0.91,112,True
FORECAST-000324,COR-02,SEC-06,2026-09-06,2026-09-06T18:00:00,2026-09-07T00:00:00,2,1,3,0.85,44,True
FORECAST-000325,COR-03,SEC-07,2026-09-06,2026-09-06T00:00:00,2026-09-06T06:00:00,3,2,4,0.74,60,True
FORECAST-000326,COR-03,SEC-07,2026-09-06,2026-09-06T06:00:00,2026-09-06T12:00:00,4,3,5,0.88,88,True
FORECAST-000327,COR-03,SEC-07,2026-09-06,2026-09-06T12:00:00,2026-09-06T18:00:00,3,1,5,0.91,57,True
FORECAST-000328,COR-03,SEC-07,2026-09-06,2026-09-06T18:00:00,2026-09-07T00:00:00,3,1,5,0.89,78,True
FORECAST-000329,COR-03,SEC-08,2026-09-06,2026-09-06T00:00:00,2026-09-06T06:00:00,3,1,5,0.78,72,True
FORECAST-000330,COR-03,SEC-08,2026-09-06,2026-09-06T06:00:00,2026-09-06T12:00:00,2,0,4,0.76,52,True
FORECAST-000331,COR-03,SEC-08,2026-09-06,2026-09-06T12:00:00,2026-09-06T18:00:00,0,0,2,0.74,0,True
FORECAST-000332,COR-03,SEC-08,2026-09-06,2026-09-06T18:00:00,2026-09-07T00:00:00,3,2,4,0.81,69,True
FORECAST-000333,COR-03,SEC-09,2026-09-06,2026-09-06T00:00:00,2026-09-06T06:00:00,2,1,3,0.77,54,True
FORECAST-000334,COR-03,SEC-09,2026-09-06,2026-09-06T06:00:00,2026-09-06T12:00:00,1,0,2,0.88,26,True
FORECAST-000335,COR-03,SEC-09,2026-09-06,2026-09-06T12:00:00,2026-09-06T18:00:00,1,0,3,0.88,26,True
FORECAST-000336,COR-03,SEC-09,2026-09-06,2026-09-06T18:00:00,2026-09-07T00:00:00,0,0,1,0.76,0,True
FORECAST-000337,COR-04,SEC-10,2026-09-06,2026-09-06T00:00:00,2026-09-06T06:00:00,2,0,4,0.82,42,True
FORECAST-000338,COR-04,SEC-10,2026-09-06,2026-09-06T06:00:00,2026-09-06T12:00:00,3,1,5,0.93,84,True
FORECAST-000339,COR-04,SEC-10,2026-09-06,2026-09-06T12:00:00,2026-09-06T18:00:00,3,2,4,0.73,66,True
FORECAST-000340,COR-04,SEC-10,2026-09-06,2026-09-06T18:00:00,2026-09-07T00:00:00,0,0,2,0.91,0,True
FORECAST-000341,COR-04,SEC-11,2026-09-06,2026-09-06T00:00:00,2026-09-06T06:00:00,4,3,5,0.76,108,True
FORECAST-000342,COR-04,SEC-11,2026-09-06,2026-09-06T06:00:00,2026-09-06T12:00:00,1,0,3,0.91,20,True
FORECAST-000343,COR-04,SEC-11,2026-09-06,2026-09-06T12:00:00,2026-09-06T18:00:00,0,0,2,0.73,0,True
FORECAST-000344,COR-04,SEC-11,2026-09-06,2026-09-06T18:00:00,2026-09-07T00:00:00,0,0,2,0.85,0,True
FORECAST-000345,COR-04,SEC-12,2026-09-06,2026-09-06T00:00:00,2026-09-06T06:00:00,1,0,2,0.72,21,True
FORECAST-000346,COR-04,SEC-12,2026-09-06,2026-09-06T06:00:00,2026-09-06T12:00:00,3,2,4,0.75,84,True
FORECAST-000347,COR-04,SEC-12,2026-09-06,2026-09-06T12:00:00,2026-09-06T18:00:00,0,0,1,0.83,0,True
FORECAST-000348,COR-04,SEC-12,2026-09-06,2026-09-06T18:00:00,2026-09-07T00:00:00,4,2,6,0.91,108,True
FORECAST-000349,COR-05,SEC-13,2026-09-06,2026-09-06T00:00:00,2026-09-06T06:00:00,6,5,7,0.89,156,True
FORECAST-000350,COR-05,SEC-13,2026-09-06,2026-09-06T06:00:00,2026-09-06T12:00:00,5,4,6,0.74,105,True
FORECAST-000351,COR-05,SEC-13,2026-09-06,2026-09-06T12:00:00,2026-09-06T18:00:00,6,5,7,0.75,120,True
FORECAST-000352,COR-05,SEC-13,2026-09-06,2026-09-06T18:00:00,2026-09-07T00:00:00,3,1,5,0.75,78,True
FORECAST-000353,COR-05,SEC-14,2026-09-06,2026-09-06T00:00:00,2026-09-06T06:00:00,3,2,4,0.82,60,True
FORECAST-000354,COR-05,SEC-14,2026-09-06,2026-09-06T06:00:00,2026-09-06T12:00:00,5,4,6,0.87,125,True
FORECAST-000355,COR-05,SEC-14,2026-09-06,2026-09-06T12:00:00,2026-09-06T18:00:00,5,4,6,0.83,120,True
FORECAST-000356,COR-05,SEC-14,2026-09-06,2026-09-06T18:00:00,2026-09-07T00:00:00,5,4,6,0.91,110,True
FORECAST-000357,COR-05,SEC-15,2026-09-06,2026-09-06T00:00:00,2026-09-06T06:00:00,5,3,7,0.8,105,True
FORECAST-000358,COR-05,SEC-15,2026-09-06,2026-09-06T06:00:00,2026-09-06T12:00:00,4,3,5,0.91,84,True
FORECAST-000359,COR-05,SEC-15,2026-09-06,2026-09-06T12:00:00,2026-09-06T18:00:00,5,4,6,0.89,105,True
FORECAST-000360,COR-05,SEC-15,2026-09-06,2026-09-06T18:00:00,2026-09-07T00:00:00,7,5,9,0.82,196,True
FORECAST-000361,COR-01,SEC-01,2026-09-07,2026-09-07T00:00:00,2026-09-07T06:00:00,4,3,5,0.81,76,True
FORECAST-000362,COR-01,SEC-01,2026-09-07,2026-09-07T06:00:00,2026-09-07T12:00:00,4,2,6,0.91,108,True
FORECAST-000363,COR-01,SEC-01,2026-09-07,2026-09-07T12:00:00,2026-09-07T18:00:00,4,3,5,0.84,112,True
FORECAST-000364,COR-01,SEC-01,2026-09-07,2026-09-07T18:00:00,2026-09-08T00:00:00,1,0,3,0.87,23,True
FORECAST-000365,COR-01,SEC-02,2026-09-07,2026-09-07T00:00:00,2026-09-07T06:00:00,4,3,5,0.85,112,True
FORECAST-000366,COR-01,SEC-02,2026-09-07,2026-09-07T06:00:00,2026-09-07T12:00:00,4,3,5,0.8,84,True
FORECAST-000367,COR-01,SEC-02,2026-09-07,2026-09-07T12:00:00,2026-09-07T18:00:00,4,3,5,0.81,96,True
FORECAST-000368,COR-01,SEC-02,2026-09-07,2026-09-07T18:00:00,2026-09-08T00:00:00,3,1,5,0.77,54,True
FORECAST-000369,COR-01,SEC-03,2026-09-07,2026-09-07T00:00:00,2026-09-07T06:00:00,3,1,5,0.83,63,True
FORECAST-000370,COR-01,SEC-03,2026-09-07,2026-09-07T06:00:00,2026-09-07T12:00:00,3,1,5,0.89,72,True
FORECAST-000371,COR-01,SEC-03,2026-09-07,2026-09-07T12:00:00,2026-09-07T18:00:00,0,0,2,0.83,0,True
FORECAST-000372,COR-01,SEC-03,2026-09-07,2026-09-07T18:00:00,2026-09-08T00:00:00,1,0,2,0.83,25,True
FORECAST-000373,COR-02,SEC-04,2026-09-07,2026-09-07T00:00:00,2026-09-07T06:00:00,4,3,5,0.73,76,True
FORECAST-000374,COR-02,SEC-04,2026-09-07,2026-09-07T06:00:00,2026-09-07T12:00:00,4,3,5,0.92,92,True
FORECAST-000375,COR-02,SEC-04,2026-09-07,2026-09-07T12:00:00,2026-09-07T18:00:00,4,3,5,0.89,96,True
FORECAST-000376,COR-02,SEC-04,2026-09-07,2026-09-07T18:00:00,2026-09-08T00:00:00,0,0,1,0.76,0,True
FORECAST-000377,COR-02,SEC-05,2026-09-07,2026-09-07T00:00:00,2026-09-07T06:00:00,1,0,2,0.73,23,True
FORECAST-000378,COR-02,SEC-05,2026-09-07,2026-09-07T06:00:00,2026-09-07T12:00:00,3,2,4,0.75,66,True
FORECAST-000379,COR-02,SEC-05,2026-09-07,2026-09-07T12:00:00,2026-09-07T18:00:00,2,0,4,0.87,48,True
FORECAST-000380,COR-02,SEC-05,2026-09-07,2026-09-07T18:00:00,2026-09-08T00:00:00,0,0,1,0.77,0,True
FORECAST-000381,COR-02,SEC-06,2026-09-07,2026-09-07T00:00:00,2026-09-07T06:00:00,4,2,6,0.78,80,True
FORECAST-000382,COR-02,SEC-06,2026-09-07,2026-09-07T06:00:00,2026-09-07T12:00:00,2,1,3,0.83,52,True
FORECAST-000383,COR-02,SEC-06,2026-09-07,2026-09-07T12:00:00,2026-09-07T18:00:00,0,0,2,0.81,0,True
FORECAST-000384,COR-02,SEC-06,2026-09-07,2026-09-07T18:00:00,2026-09-08T00:00:00,3,1,5,0.76,60,True
FORECAST-000385,COR-03,SEC-07,2026-09-07,2026-09-07T00:00:00,2026-09-07T06:00:00,4,2,6,0.76,104,True
FORECAST-000386,COR-03,SEC-07,2026-09-07,2026-09-07T06:00:00,2026-09-07T12:00:00,0,0,2,0.85,0,True
FORECAST-000387,COR-03,SEC-07,2026-09-07,2026-09-07T12:00:00,2026-09-07T18:00:00,2,1,3,0.8,50,True
FORECAST-000388,COR-03,SEC-07,2026-09-07,2026-09-07T18:00:00,2026-09-08T00:00:00,1,0,2,0.81,23,True
FORECAST-000389,COR-03,SEC-08,2026-09-07,2026-09-07T00:00:00,2026-09-07T06:00:00,4,3,5,0.76,104,True
FORECAST-000390,COR-03,SEC-08,2026-09-07,2026-09-07T06:00:00,2026-09-07T12:00:00,3,1,5,0.9,66,True
FORECAST-000391,COR-03,SEC-08,2026-09-07,2026-09-07T12:00:00,2026-09-07T18:00:00,2,1,3,0.91,44,True
FORECAST-000392,COR-03,SEC-08,2026-09-07,2026-09-07T18:00:00,2026-09-08T00:00:00,2,1,3,0.81,54,True
FORECAST-000393,COR-03,SEC-09,2026-09-07,2026-09-07T00:00:00,2026-09-07T06:00:00,0,0,1,0.74,0,True
FORECAST-000394,COR-03,SEC-09,2026-09-07,2026-09-07T06:00:00,2026-09-07T12:00:00,0,0,1,0.93,0,True
FORECAST-000395,COR-03,SEC-09,2026-09-07,2026-09-07T12:00:00,2026-09-07T18:00:00,1,0,2,0.83,21,True
FORECAST-000396,COR-03,SEC-09,2026-09-07,2026-09-07T18:00:00,2026-09-08T00:00:00,3,2,4,0.93,78,True
FORECAST-000397,COR-04,SEC-10,2026-09-07,2026-09-07T00:00:00,2026-09-07T06:00:00,4,3,5,0.9,80,True
FORECAST-000398,COR-04,SEC-10,2026-09-07,2026-09-07T06:00:00,2026-09-07T12:00:00,1,0,2,0.84,23,True
FORECAST-000399,COR-04,SEC-10,2026-09-07,2026-09-07T12:00:00,2026-09-07T18:00:00,3,2,4,0.84,54,True
FORECAST-000400,COR-04,SEC-10,2026-09-07,2026-09-07T18:00:00,2026-09-08T00:00:00,2,0,4,0.74,48,True
FORECAST-000401,COR-04,SEC-11,2026-09-07,2026-09-07T00:00:00,2026-09-07T06:00:00,0,0,1,0.84,0,True
FORECAST-000402,COR-04,SEC-11,2026-09-07,2026-09-07T06:00:00,2026-09-07T12:00:00,3,1,5,0.82,57,True
FORECAST-000403,COR-04,SEC-11,2026-09-07,2026-09-07T12:00:00,2026-09-07T18:00:00,0,0,2,0.87,0,True
FORECAST-000404,COR-04,SEC-11,2026-09-07,2026-09-07T18:00:00,2026-09-08T00:00:00,0,0,1,0.83,0,True
FORECAST-000405,COR-04,SEC-12,2026-09-07,2026-09-07T00:00:00,2026-09-07T06:00:00,3,2,4,0.74,75,True
FORECAST-000406,COR-04,SEC-12,2026-09-07,2026-09-07T06:00:00,2026-09-07T12:00:00,0,0,2,0.84,0,True
FORECAST-000407,COR-04,SEC-12,2026-09-07,2026-09-07T12:00:00,2026-09-07T18:00:00,0,0,1,0.8,0,True
FORECAST-000408,COR-04,SEC-12,2026-09-07,2026-09-07T18:00:00,2026-09-08T00:00:00,1,0,2,0.82,19,True
FORECAST-000409,COR-05,SEC-13,2026-09-07,2026-09-07T00:00:00,2026-09-07T06:00:00,7,6,8,0.8,154,True
FORECAST-000410,COR-05,SEC-13,2026-09-07,2026-09-07T06:00:00,2026-09-07T12:00:00,6,5,7,0.84,150,True
FORECAST-000411,COR-05,SEC-13,2026-09-07,2026-09-07T12:00:00,2026-09-07T18:00:00,3,1,5,0.9,81,True
FORECAST-000412,COR-05,SEC-13,2026-09-07,2026-09-07T18:00:00,2026-09-08T00:00:00,4,3,5,0.85,100,True
FORECAST-000413,COR-05,SEC-14,2026-09-07,2026-09-07T00:00:00,2026-09-07T06:00:00,6,5,7,0.92,168,True
